ticket_id,customer_id,created_at,resolved_at,channel,category,subcategory,customer_tier,first_response_time_mins,resolution_time_hours,csat_score,ticket_status,ticket_text
TKT-12106,CUS-000656,2026-07-08 09:19:10,2026-07-08 16:37:46,Email,Account Access,Verification Code Missing,Premium,17,7.31,5,Closed,The verification code has not arrived yet. Could someone advise me on the next step?
TKT-12107,CUS-001186,2026-05-26 03:15:32,2026-05-28 00:00:32,Email,Delivery Delay,Tracking Not Updated,Premium,48,44.75,,Resolved,The tracking status has not changed for a while. Please resolve this as soon as possible.
TKT-12108,CUS-001419,2026-05-28 11:21:39,2026-05-28 15:33:39,In-App Chat,Delivery Delay,Late Delivery,Free,26,4.2,4,Resolved,My order is later than the delivery estimate. I have already tried again several times.
TKT-12109,CUS-001400,2026-05-20 23:26:46,2026-05-21 08:57:58,In-App Chat,Account Access,Profile Update Failed,Free,42,9.52,,Resolved,I cannot save the changes to my profile. Could someone advise me on the next step?
TKT-12110,CUS-000408,2026-06-07 16:43:15,2026-06-08 02:24:03,WhatsApp,Account Access,Account Locked,Premium,6,9.68,,Resolved,My account is locked and I cannot get back in.
TKT-12111,CUS-001110,2026-07-29 19:54:53,2026-08-06 09:41:41,In-App Chat,Billing/Refunds,Payment Failed,Premium,8,181.78,1,Escalated,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-12112,CUS-000456,2026-06-12 13:33:09,2026-06-12 20:10:21,Email,Delivery Delay,Late Delivery,Premium,28,6.62,3,Resolved,My order is later than the delivery estimate. This has been very frustrating.
TKT-12113,CUS-001056,2026-07-21 15:04:35,2026-07-21 20:59:11,In-App Chat,Account Access,Account Locked,Premium,12,5.91,,Resolved,My account is locked and I cannot get back in.
TKT-12114,CUS-000618,2026-07-23 04:05:52,2026-07-23 20:00:28,WhatsApp,App Bug,Login Timeout,Premium,16,15.91,,Closed,I keep getting timed out when I try to sign in. This has been very frustrating.
TKT-12115,CUS-001335,2026-06-04 18:41:36,2026-06-05 03:02:36,Email,App Bug,Login Timeout,Enterprise,17,8.35,2,Resolved,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-12116,CUS-001579,2026-07-06 16:47:19,2026-07-08 00:52:07,Email,Feature Request,New Payment Option,Free,69,32.08,4,Escalated,It would be helpful to have another payment option.
TKT-12117,CUS-000499,2026-07-22 18:17:55,,In-App Chat,Account Access,Verification Code Missing,Enterprise,9,,2,Open,The verification code has not arrived yet. Please let me know what information you need.
TKT-12118,CUS-001457,2026-08-06 02:39:03,2026-08-09 16:18:39,Email,App Bug,Page Not Loading,Free,212,85.66,2,Closed,The page is stuck loading and I cannot continue. This has been very frustrating.
TKT-12119,CUS-001246,2026-07-02 16:55:53,,WhatsApp,Account Access,Profile Update Failed,Free,17,,4,Open,I cannot save the changes to my profile. Thank you for checking this for me.
TKT-12120,CUS-000940,2026-05-31 00:12:21,2026-06-02 03:34:33,Email,App Bug,App Crash,Free,77,51.37,,Resolved,The app closes every time I try to complete this action. I have already tried again several times.
TKT-12121,CUS-000870,2026-06-03 08:00:33,2026-06-04 15:07:45,Email,App Bug,Page Not Loading,Free,122,31.12,,Resolved,The page is stuck loading and I cannot continue. I have already tried again several times.
TKT-12122,CUS-000554,2026-06-16 16:38:16,2026-06-18 16:50:16,Social Media,App Bug,Notification Error,Free,62,48.2,3,Resolved,The notifications are delayed or showing the wrong information. This is disrupting what I need to do.
TKT-12123,CUS-000364,2026-07-18 09:44:33,2026-07-21 05:54:45,In-App Chat,App Bug,Notification Error,Free,18,68.17,2,Resolved,The notifications are delayed or showing the wrong information. I have already tried again several times.
TKT-12124,CUS-000152,2026-07-06 21:03:16,2026-07-07 03:47:40,Email,Account Access,Account Locked,Premium,40,6.74,4,Resolved,My account is locked and I cannot get back in. Thank you for checking this for me.
TKT-12125,CUS-001196,2026-06-08 02:18:31,2026-06-09 21:59:19,In-App Chat,Billing/Refunds,Duplicate Charge,Premium,4,43.68,4,Resolved,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-12126,CUS-000391,2026-06-06 01:01:41,2026-06-06 11:28:41,In-App Chat,Delivery Delay,Tracking Not Updated,Free,23,10.45,,Resolved,The tracking status has not changed for a while. I have already tried again several times.
TKT-12127,CUS-000829,2026-06-19 16:57:05,2026-06-21 10:54:05,Social Media,App Bug,App Crash,Premium,8,41.95,,Resolved,The app closes every time I try to complete this action. This is disrupting what I need to do.
TKT-12128,CUS-001495,2026-07-27 19:53:40,2026-07-28 16:17:40,WhatsApp,Account Access,Password Reset,Free,46,20.4,5,Closed,I need help resetting my password. Could someone advise me on the next step?
TKT-12129,CUS-001133,2026-06-10 13:43:00,2026-06-11 05:28:00,WhatsApp,Account Access,Password Reset,Free,17,15.75,4,Resolved,I need help resetting my password.
TKT-12130,CUS-000313,2026-08-05 05:29:06,2026-08-05 10:06:18,WhatsApp,Account Access,Profile Update Failed,Free,37,4.62,5,Resolved,I cannot save the changes to my profile. Could someone advise me on the next step?
TKT-12131,CUS-001234,2026-08-03 08:57:23,2026-08-03 17:06:23,Email,Account Access,Profile Update Failed,Free,91,8.15,3,Resolved,I cannot save the changes to my profile. Please let me know what information you need.
TKT-12132,CUS-000379,2026-05-25 23:03:41,2026-05-26 15:30:05,In-App Chat,Feature Request,Notification Controls,Premium,11,16.44,5,Closed,Please add more control over which notifications I receive. I would be happy to use this feature.
TKT-12133,CUS-001314,2026-07-12 23:48:01,2026-07-14 20:55:13,Email,App Bug,Notification Error,Free,50,45.12,,Resolved,The notifications are delayed or showing the wrong information. This is disrupting what I need to do.
TKT-12134,CUS-000141,2026-07-06 18:20:48,2026-07-07 16:58:36,WhatsApp,Delivery Delay,Late Delivery,Premium,14,22.63,,Closed,My order is later than the delivery estimate. This has been very frustrating.
TKT-12135,CUS-000251,2026-06-17 05:53:40,2026-06-19 06:17:04,Social Media,Delivery Delay,Late Delivery,Free,90,48.39,,Resolved,My order is later than the delivery estimate. I have already tried again several times.
TKT-12136,CUS-001572,2026-07-10 17:45:23,2026-07-11 04:47:11,Email,Billing/Refunds,Duplicate Charge,Premium,26,11.03,,Resolved,I was charged twice for the same transaction. This is disrupting what I need to do.
TKT-12137,CUS-000484,2026-06-07 02:32:03,,Social Media,App Bug,App Crash,Enterprise,7,,,Open,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-12138,CUS-000274,2026-06-02 16:51:59,2026-06-03 05:58:35,Social Media,App Bug,Notification Error,Free,31,13.11,3,Resolved,The notifications are delayed or showing the wrong information. This is disrupting what I need to do.
TKT-12139,CUS-000379,2026-06-01 02:34:42,2026-06-03 04:37:06,WhatsApp,App Bug,Notification Error,Free,63,50.04,2,Resolved,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-12140,CUS-000610,2026-06-30 01:56:13,2026-07-02 02:04:37,Social Media,App Bug,Page Not Loading,Free,45,48.14,,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-12141,CUS-001413,2026-05-26 06:31:55,2026-06-05 06:31:55,Email,App Bug,App Crash,Free,46,240.0,,Resolved,The app closes every time I try to complete this action. I have already tried again several times.
TKT-12142,CUS-000276,2026-06-29 19:47:34,2026-06-30 12:27:10,In-App Chat,Account Access,Password Reset,Free,23,16.66,3,Resolved,I need help resetting my password. Please let me know what information you need.
TKT-12143,CUS-000031,2026-08-06 22:16:29,2026-08-08 08:46:29,Email,Billing/Refunds,Duplicate Charge,Free,64,34.5,,Resolved,I was charged twice for the same transaction. This has been very frustrating.
TKT-12144,CUS-001450,2026-06-13 19:49:58,2026-06-14 15:57:10,In-App Chat,Delivery Delay,Missing Items,Premium,25,20.12,,Resolved,Some items were missing when my order arrived.
TKT-12145,CUS-000515,2026-05-25 08:48:42,,WhatsApp,App Bug,Notification Error,Enterprise,5,,1,Open,The notifications are delayed or showing the wrong information. Please resolve this as soon as possible.
TKT-12146,CUS-000139,2026-07-30 07:24:00,2026-07-31 06:10:48,Email,Delivery Delay,Tracking Not Updated,Free,32,22.78,,Resolved,The tracking status has not changed for a while. This is disrupting what I need to do.
TKT-12147,CUS-000056,2026-08-01 00:20:57,2026-08-02 09:46:09,Email,Billing/Refunds,Payment Failed,Free,101,33.42,,Resolved,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-12148,CUS-001514,2026-07-08 01:08:40,2026-07-09 06:25:28,In-App Chat,App Bug,App Crash,Free,70,29.28,,Escalated,The app closes every time I try to complete this action. I have already tried again several times.
TKT-12149,CUS-000864,2026-06-29 16:36:41,2026-07-01 00:31:17,Email,Billing/Refunds,Refund Pending,Free,156,31.91,1,Resolved,My refund is still pending and I need an update. I have already tried again several times.
TKT-12150,CUS-001022,2026-07-13 14:39:26,2026-07-14 11:37:38,Email,Account Access,Password Reset,Premium,17,20.97,3,Escalated,I need help resetting my password.
TKT-12151,CUS-001034,2026-07-11 05:27:54,2026-07-15 05:59:06,In-App Chat,App Bug,Login Timeout,Free,20,96.52,1,Resolved,I keep getting timed out when I try to sign in. I have already tried again several times.
TKT-12152,CUS-000860,2026-07-01 05:26:42,2026-07-01 21:00:18,WhatsApp,Feature Request,New Payment Option,Free,33,15.56,4,Closed,It would be helpful to have another payment option. Thanks for considering the suggestion.
TKT-12153,CUS-001292,2026-08-01 16:28:18,,In-App Chat,App Bug,App Crash,Free,23,,3,Open,The app closes every time I try to complete this action.
TKT-12154,CUS-001520,2026-07-26 23:15:19,2026-07-27 09:59:07,Email,Account Access,Account Locked,Free,94,10.73,,Resolved,My account is locked and I cannot get back in. I would appreciate an update when possible.
TKT-12155,CUS-001079,2026-08-08 21:41:03,2026-08-12 00:00:00,In-App Chat,Billing/Refunds,Duplicate Charge,Free,19,74.32,1,Escalated,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-12156,CUS-001421,2026-06-10 04:13:21,2026-06-10 14:36:09,Email,Account Access,Profile Update Failed,Free,42,10.38,4,Closed,I cannot save the changes to my profile.
TKT-12157,CUS-000015,2026-07-18 15:38:07,2026-07-20 03:26:07,Social Media,App Bug,App Crash,Premium,36,35.8,2,Escalated,The app closes every time I try to complete this action. I have already tried again several times.
TKT-12158,CUS-000806,2026-05-31 06:38:19,2026-06-01 14:31:07,WhatsApp,App Bug,Page Not Loading,Free,17,31.88,2,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-12159,CUS-001008,2026-06-09 04:46:40,2026-06-09 21:29:16,In-App Chat,Billing/Refunds,Duplicate Charge,Premium,6,16.71,,Resolved,I was charged twice for the same transaction.
TKT-12160,CUS-000359,2026-06-12 02:28:53,2026-06-13 03:35:29,WhatsApp,Billing/Refunds,Duplicate Charge,Free,17,25.11,,Resolved,I was charged twice for the same transaction. I have already tried again several times.
TKT-12161,CUS-000294,2026-06-13 12:11:21,,Social Media,Billing/Refunds,Incorrect Amount,Premium,29,,1,Open,The amount on my bill does not match what I expected.
TKT-12162,CUS-000243,2026-07-25 08:42:04,2026-07-25 18:01:16,In-App Chat,Feature Request,New Payment Option,Free,25,9.32,,Resolved,It would be helpful to have another payment option. Everything else is working well for me.
TKT-12163,CUS-000492,2026-06-17 19:18:22,2026-06-19 02:00:22,In-App Chat,App Bug,Notification Error,Free,40,30.7,3,Resolved,The notifications are delayed or showing the wrong information. Please resolve this as soon as possible.
TKT-12164,CUS-001384,2026-06-21 01:24:29,,In-App Chat,Billing/Refunds,Duplicate Charge,Premium,6,,2,Open,I was charged twice for the same transaction. This is disrupting what I need to do.
TKT-12165,CUS-000056,2026-08-08 02:48:12,2026-08-08 12:29:00,WhatsApp,Feature Request,Dark Mode,Premium,7,9.68,,Resolved,I like the app and would find a dark mode option useful.
TKT-12166,CUS-001005,2026-07-13 14:38:37,2026-07-20 04:20:01,In-App Chat,Billing/Refunds,Refund Pending,Free,17,157.69,3,Closed,My refund is still pending and I need an update. This is disrupting what I need to do.
TKT-12167,CUS-000130,2026-08-03 15:11:10,2026-08-05 07:30:22,Email,App Bug,App Crash,Free,66,40.32,2,Resolved,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-12168,CUS-000988,2026-06-05 06:25:10,2026-06-05 16:43:10,Social Media,Delivery Delay,Late Delivery,Premium,23,10.3,3,Closed,My order is later than the delivery estimate. This is disrupting what I need to do.
TKT-12169,CUS-000433,2026-07-12 14:03:40,2026-07-12 19:48:40,WhatsApp,Feature Request,Notification Controls,Enterprise,2,5.75,4,Resolved,Please add more control over which notifications I receive. Everything else is working well for me.
TKT-12170,CUS-000290,2026-07-17 06:35:12,2026-07-17 16:38:48,Email,Delivery Delay,Missing Items,Premium,46,10.06,3,Resolved,Some items were missing when my order arrived. I have already tried again several times.
TKT-12171,CUS-000777,2026-05-22 21:49:57,2026-05-23 19:27:45,Social Media,App Bug,App Crash,Free,25,21.63,,Resolved,The app closes every time I try to complete this action.
TKT-12172,CUS-000408,2026-07-17 17:33:13,2026-07-18 12:21:49,In-App Chat,Feature Request,New Payment Option,Free,15,18.81,5,Resolved,It would be helpful to have another payment option. I would be happy to use this feature.
TKT-12173,CUS-000638,2026-06-21 05:16:16,2026-06-21 20:15:40,WhatsApp,Billing/Refunds,Incorrect Amount,Free,70,14.99,4,Resolved,The amount on my bill does not match what I expected. I have already tried again several times.
TKT-12174,CUS-001063,2026-06-16 01:54:22,2026-06-16 13:16:34,In-App Chat,Feature Request,New Payment Option,Free,6,11.37,5,Resolved,It would be helpful to have another payment option. I would be happy to use this feature.
TKT-12175,CUS-001577,2026-07-17 23:22:33,2026-07-20 01:21:21,In-App Chat,Delivery Delay,Late Delivery,Free,28,49.98,3,Closed,My order is later than the delivery estimate. Please resolve this as soon as possible.
TKT-12176,CUS-001036,2026-07-07 05:18:00,2026-07-07 13:40:12,WhatsApp,Feature Request,New Payment Option,Premium,19,8.37,3,Resolved,It would be helpful to have another payment option. Thanks for considering the suggestion.
TKT-12177,CUS-000834,2026-08-05 22:20:15,2026-08-07 16:22:03,In-App Chat,Billing/Refunds,Incorrect Amount,Free,14,42.03,,Resolved,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-12178,CUS-000922,2026-07-17 03:12:28,2026-07-17 12:01:04,In-App Chat,Billing/Refunds,Incorrect Amount,Premium,8,8.81,4,Resolved,The amount on my bill does not match what I expected.
TKT-12179,CUS-000787,2026-06-02 17:55:13,2026-06-03 00:00:01,Email,Account Access,Account Locked,Premium,73,6.08,5,Resolved,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-12180,CUS-000932,2026-06-21 15:17:53,2026-06-21 20:47:53,In-App Chat,Account Access,Verification Code Missing,Premium,36,5.5,4,Closed,The verification code has not arrived yet. I would appreciate an update when possible.
TKT-12181,CUS-000950,2026-07-02 06:47:27,2026-07-02 17:43:15,In-App Chat,Account Access,Profile Update Failed,Free,45,10.93,4,Resolved,I cannot save the changes to my profile. Could someone advise me on the next step?
TKT-12182,CUS-000825,2026-07-08 03:48:36,2026-07-08 23:37:48,Email,Feature Request,Notification Controls,Free,240,19.82,4,Escalated,Please add more control over which notifications I receive. I would be happy to use this feature.
TKT-12183,CUS-001333,2026-08-09 14:03:04,2026-08-11 03:15:04,Social Media,Account Access,Account Locked,Free,28,37.2,4,Closed,My account is locked and I cannot get back in.
TKT-12184,CUS-000660,2026-07-07 16:26:27,2026-07-09 03:48:03,WhatsApp,App Bug,Notification Error,Free,13,35.36,,Escalated,The notifications are delayed or showing the wrong information. This is disrupting what I need to do.
